k_og0,0.0003613151872817054
s_un4,0.0007226303745634108
k_og0-s_un4,0.0001932367149758454
k_ot1,0.0006021919788028423
m_Ay4,0.0009635071660845478
k_ot1-m_Ay4,0.0005797101449275362
s_am4,0.0021678911236902325
P_at3,0.004335782247380465
m_Ay4-s_am4,0.0001932367149758454
s_am4-P_at3,0.0001932367149758454
k_ot1-m_Ay4-s_am4,0.00041322314049586776
m_Ay4-s_am4-P_at3,0.00041322314049586776
k_a_1,0.004094905455859328
t_an0,0.0012043839576056847
y_U_0,0.0007226303745634108
k_a_1-t_an0,0.0001932367149758454
t_an0-y_U_0,0.0001932367149758454
k_a_1-t_an0-y_U_0,0.00041322314049586776
n_it3,0.002770083102493075
T_A_4,0.0016861375406479586
k_a_1-n_it3,0.0001932367149758454
n_it3-T_A_4,0.0003864734299516908
k_a_1-n_it3-T_A_4,0.00041322314049586776
b_in0,0.0006021919788028423
b_u_1,0.002529206310971938
r_I_0,0.004576659038901602
k_a_1-b_in0,0.0001932367149758454
b_in0-b_u_1,0.0001932367149758454
b_u_1-r_I_0,0.003285024154589372
k_a_1-b_in0-b_u_1,0.00041322314049586776
b_in0-b_u_1-r_I_0,0.00041322314049586776
m_a_3,0.008551126099000361
l_A_0,0.002529206310971938
s_ay4,0.0003613151872817054
k_a_1-m_a_3,0.0001932367149758454
m_a_3-l_A_0,0.0001932367149758454
l_A_0-s_ay4,0.0001932367149758454
k_a_1-m_a_3-l_A_0,0.00041322314049586776
m_a_3-l_A_0-s_ay4,0.00041322314049586776
r_a_3,0.015295676261592195
d_A_0,0.0037335902685776226
k_a_1-r_a_3,0.0003864734299516908
r_a_3-k_a_1,0.0003864734299516908
k_a_1-d_A_0,0.0003864734299516908
k_a_1-r_a_3-k_a_1,0.0008264462809917355
r_a_3-k_a_1-d_A_0,0.0008264462809917355
c_om0,0.001806575936408527
d_A_0-c_om0,0.0001932367149758454
k_a_1-d_A_0-c_om0,0.00041322314049586776
krog0,0.00024087679152113694
p_i_1,0.00156569914488739
n_ag0,0.00024087679152113694
krog0-p_i_1,0.0001932367149758454
p_i_1-n_ag0,0.0001932367149758454
krog0-p_i_1-n_ag0,0.00041322314049586776
krom0,0.0003613151872817054
k_an0,0.002770083102493075
n_i_3,0.003854028664338191
k_A_0,0.0037335902685776226
k_an0-n_i_3,0.0003864734299516908
n_i_3-k_A_0,0.0003864734299516908
k_an0-n_i_3-k_A_0,0.0008264462809917355
k_am0,0.004456220643141033
k_Cn0,0.005178851017704444
k_am0-m_a_3,0.000966183574879227
m_a_3-k_Cn0,0.0003864734299516908
k_am0-m_a_3-k_Cn0,0.00041322314049586776
k_An0,0.006624111766831265
m_a_3-k_An0,0.0005797101449275362
k_am0-m_a_3-k_An0,0.0008264462809917355
T_An4,0.0019270143321690955
m_a_3-T_An4,0.0001932367149758454
k_am0-m_a_3-T_An4,0.00041322314049586776
krTt1,0.00012043839576056847
krTm0,0.00012043839576056847
krCk1,0.00012043839576056847
krCg0,0.0004817535830422739
n_Am3,0.0006021919788028423
krCg0-n_Am3,0.0001932367149758454
krCp1,0.00012043839576056847
kra_1,0.0026496447067325063
j_Ay0,0.00024087679152113694
kra_1-j_Ay0,0.0003864734299516908
s_Tg0,0.00024087679152113694
kra_1-s_Tg0,0.0001932367149758454
b_Tn0,0.00024087679152113694
kra_1-b_Tn0,0.0001932367149758454
b_Tn0-k_An0,0.0001932367149758454
kra_1-b_Tn0-k_An0,0.00041322314049586776
b_a_1,0.0006021919788028423
kra_1-b_a_1,0.0001932367149758454
b_I_1,0.00012043839576056847
kra_1-b_I_1,0.0001932367149758454
prCk1,0.00012043839576056847
kra_1-prCk1,0.0001932367149758454
J_aw3,0.00012043839576056847
kra_1-J_aw3,0.0001932367149758454
j_Om0,0.00012043839576056847
T_Cg0,0.002288329519450801
kra_1-j_Om0,0.0001932367149758454
j_Om0-T_Cg0,0.0001932367149758454
kra_1-j_Om0-T_Cg0,0.00041322314049586776
krap1,0.00012043839576056847
P_Tg0,0.0008430687703239793
krap1-P_Tg0,0.0001932367149758454
krAp1,0.00024087679152113694
f_ik3,0.0003613151872817054
krAp1-f_ik3,0.0001932367149758454
krA_0,0.00024087679152113694
w_it3,0.0057810429965072865
krA_0-w_it3,0.0001932367149758454
s_ik1,0.0004817535830422739
krA_0-s_ik1,0.0001932367149758454
r_in0,0.0034927134770564856
k_a_1-r_in0,0.0003864734299516908
krin0,0.0003613151872817054
?_Xt1,0.0003613151872817054
s_I_0,0.002047452727929664
krin0-?_Xt1,0.0001932367149758454
?_Xt1-s_I_0,0.0001932367149758454
krin0-?_Xt1-s_I_0,0.00041322314049586776
krI_0,0.0003613151872817054
T_A_0,0.005299289413465013
krI_0-T_A_0,0.0001932367149758454
krIn0,0.00024087679152113694
krug0,0.00024087679152113694
T_Ep2,0.00024087679152113694
krug0-T_Ep2,0.0001932367149758454
r_u_3,0.0012043839576056847
n_A_0,0.007948934120197518
k_a_1-r_u_3,0.0001932367149758454
r_u_3-n_A_0,0.0005797101449275362
k_a_1-r_u_3-n_A_0,0.00041322314049586776
krup3,0.00012043839576056847
krit1,0.0014452607491268216
t_a_1,0.008069372515958087
y_A_0,0.010357702035408888
krit1-t_a_1,0.0001932367149758454
t_a_1-y_A_0,0.0003864734299516908
krit1-t_a_1-y_A_0,0.00041322314049586776
t_i_1,0.005299289413465013
krit1-t_i_1,0.0003864734299516908
t_i_1-k_A_0,0.000966183574879227
krit1-t_i_1-k_A_0,0.00041322314049586776
t_i_1-y_A_0,0.0003864734299516908
krit1-t_i_1-y_A_0,0.00041322314049586776
s_a_1,0.03625195712393111
krit1-s_a_1,0.0015458937198067632
s_a_1-d_A_0,0.0015458937198067632
krit1-s_a_1-d_A_0,0.0008264462809917355
d_I_0,0.006503673371070697
s_a_1-d_I_0,0.0011594202898550724
krit1-s_a_1-d_I_0,0.0008264462809917355
d_I_0-k_A_0,0.0001932367149758454
s_a_1-d_I_0-k_A_0,0.00041322314049586776
t_A_0,0.0026496447067325063
s_a_1-t_A_0,0.0001932367149758454
krit1-s_a_1-t_A_0,0.00041322314049586776
